"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"23","III. kerület, Kalap utca","38,9 millió Ft","53 m²","2","Eladásra kínálunk III. kerület Óbudán, Kalap utcában, jó tömegközlekedés mellett, egy 2 szobás 53 nm.-es szemét MENTES!!! MADÁRCSICSERGOS!!! parkos övezeti földszinti lakást!4 emeletes társasház földszintjén, csendes szomszédokkal, kis lakóközösséggel, kertvárosias környezetben.Kituno elosztású, külön bejáratú, és körbejárható szobákkal, több mint 4 nm. loggiával, alacsony fenntartású, ( D-DK---K-ÉK kiváló fekvésu), méretéhez képest tágas, ablakos fürdo-konyha!!! alakítható belso falak, kis kamrával, beépített szekrénnyel rendelkezik.A lakás folyamatosan karban tartott, frissen festett, muanyag nyílászárókkal rendelkezik. Hideg burkolatok tekintetében modernizálás igényel, a parketta viszont kifogástalan állapotú. Futése gáz-konvektoros, melyek nemrég lettek újra cserélve. Meleg vizet Ariston elektromos bojler szolgáltatja. Burkolatok szobákban tölgyfa parketta, többi helyiség járólapos.Ajánlom a lakást kisebb családoknak, fiataloknak, idoseknek, mindazoknak, akik szeretik a CSENDES környezetet, ugyanakkor igénylik a belváros nyújtotta kényelem közelségét.Esztétikailag karbantartott társasház, rendezett anyagi helyzet, garantáltan kulturált, lakóközösséggel.Tehermentes!Nem új ingatlan, némi modernizálást igényel, de ár-érték arányban, kiváló vétel lehet, egy igazán kellemes otthon varázsolható belole, pazar környezetben.A lakás hitel bevonásával is megvásárolható! A szükséges ügyintézést, teljes egészében átvállaljuk Öntol, díjmentesen, profi, SZAKÉRTO kollégáinkkal!Jöjjön el, érdemes megnézni, nehogy lemaradjon róla.Várom megtisztelõ hívását. (akár hétvégén is)T.J.Cégünk az ingatlanközvetítés területén átfogó, MINDENRE kiterjedo szolgáltatást nyújt, a tanácsadástól, hitel ügyintézéstol, a szerzodéskötéssel záruló ingatlan értékesítésen át egészen a költöztetésig.Nézzen körül a blogunkon ahol sok érdekes és hasznos információt talál.GDN INGATLAN BLOG","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","igen","nincs megadva","kelet","kertre néz","4 m²","nem","utca, közterület","nem tetotéri",NA,NA
"24","III. kerület, Kalap utca","105,82 ezer €","53 m²","2","Eladásra kínálunk III. kerület Óbudán, Kalap utcában, jó tömegközlekedés mellett, egy 2 szobás 53 nm.-es szemét MENTES!!! MADÁRCSICSERGOS!!! parkos övezeti földszinti lakást!4 emeletes társasház földszintjén, csendes szomszédokkal, kis lakóközösséggel, kertvárosias környezetben.Kituno elosztású, külön bejáratú, és körbejárható szobákkal, több mint 4 nm. loggiával, alacsony fenntartású, ( D-DK---K-ÉK kiváló fekvésu), méretéhez képest tágas, ablakos fürdo-konyha!!! alakítható belso falak, kis kamrával, beépített szekrénnyel rendelkezik.A lakás folyamatosan karban tartott, frissen festett, muanyag nyílászárókkal rendelkezik. Hideg burkolatok tekintetében modernizálás igényel, a parketta viszont kifogástalan állapotú. Futése gáz-konvektoros, melyek nemrég lettek újra cserélve. Meleg vizet Ariston elektromos bojler szolgáltatja. Burkolatok szobákban tölgyfa parketta, többi helyiség járólapos.Ajánlom a lakást kisebb családoknak, fiataloknak, idoseknek, mindazoknak, akik szeretik a CSENDES környezetet, ugyanakkor igénylik a belváros nyújtotta kényelem közelségét.Esztétikailag karbantartott társasház, rendezett anyagi helyzet, garantáltan kulturált, lakóközösséggel.Tehermentes!Nem új ingatlan, némi modernizálást igényel, de ár-érték arányban, kiváló vétel lehet, egy igazán kellemes otthon varázsolható belole, pazar környezetben.A lakás hitel bevonásával is megvásárolható! A szükséges ügyintézést, teljes egészében átvállaljuk Öntol, díjmentesen, profi, SZAKÉRTO kollégáinkkal!Jöjjön el, érdemes megnézni, nehogy lemaradjon róla.Várom megtisztelõ hívását. (akár hétvégén is)T.J.Cégünk az ingatlanközvetítés területén átfogó, MINDENRE kiterjedo szolgáltatást nyújt, a tanácsadástól, hitel ügyintézéstol, a szerzodéskötéssel záruló ingatlan értékesítésen át egészen a költöztetésig.Nézzen körül a blogunkon ahol sok érdekes és hasznos információt talál.GDN INGATLAN BLOG","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","igen","nincs megadva","kelet","kertre néz","4 m²","nem","utca, közterület","nem tetotéri",NA,NA
"25","III. kerület, Kalap utca","38,9 millió Ft","53 m²","2","Eladásra kínálunk III. kerület Óbudán, Kalap utcában, jó tömegközlekedés mellett, egy 2 szobás 53 nm.-es szemét MENTES!!! MADÁRCSICSERGOS!!! parkos övezeti földszinti lakást!4 emeletes társasház földszintjén, csendes szomszédokkal, kis lakóközösséggel, kertvárosias környezetben.Kituno elosztású, külön bejáratú, és körbejárható szobákkal, több mint 4 nm. loggiával, alacsony fenntartású, ( D-DK---K-ÉK kiváló fekvésu), méretéhez képest tágas, ablakos fürdo-konyha!!! alakítható belso falak, kis kamrával, beépített szekrénnyel rendelkezik.A lakás folyamatosan karban tartott, frissen festett, muanyag nyílászárókkal rendelkezik. Hideg burkolatok tekintetében modernizálás igényel, a parketta viszont kifogástalan állapotú. Futése gáz-konvektoros, melyek nemrég lettek újra cserélve. Meleg vizet Ariston elektromos bojler szolgáltatja. Burkolatok szobákban tölgyfa parketta, többi helyiség járólapos.Ajánlom a lakást kisebb családoknak, fiataloknak, idoseknek, mindazoknak, akik szeretik a CSENDES környezetet, ugyanakkor igénylik a belváros nyújtotta kényelem közelségét.Esztétikailag karbantartott társasház, rendezett anyagi helyzet, garantáltan kulturált, lakóközösséggel.Tehermentes!Nem új ingatlan, némi modernizálást igényel, de ár-érték arányban, kiváló vétel lehet, egy igazán kellemes otthon varázsolható belole, pazar környezetben.A lakás hitel bevonásával is megvásárolható! A szükséges ügyintézést, teljes egészében átvállaljuk Öntol, díjmentesen, profi, SZAKÉRTO kollégáinkkal!Jöjjön el, érdemes megnézni, nehogy lemaradjon róla.Várom megtisztelõ hívását. (akár hétvégén is)T.J.Cégünk az ingatlanközvetítés területén átfogó, MINDENRE kiterjedo szolgáltatást nyújt, a tanácsadástól, hitel ügyintézéstol, a szerzodéskötéssel záruló ingatlan értékesítésen át egészen a költöztetésig.Nézzen körül a blogunkon ahol sok érdekes és hasznos információt talál.GDN INGATLAN BLOG","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","igen","nincs megadva","kelet","kertre néz","4 m²","nem","utca, közterület","nem tetotéri",NA,NA
"26","III. kerület, Kalap utca","105,82 ezer €","53 m²","2","Eladásra kínálunk III. kerület Óbudán, Kalap utcában, jó tömegközlekedés mellett, egy 2 szobás 53 nm.-es szemét MENTES!!! MADÁRCSICSERGOS!!! parkos övezeti földszinti lakást!4 emeletes társasház földszintjén, csendes szomszédokkal, kis lakóközösséggel, kertvárosias környezetben.Kituno elosztású, külön bejáratú, és körbejárható szobákkal, több mint 4 nm. loggiával, alacsony fenntartású, ( D-DK---K-ÉK kiváló fekvésu), méretéhez képest tágas, ablakos fürdo-konyha!!! alakítható belso falak, kis kamrával, beépített szekrénnyel rendelkezik.A lakás folyamatosan karban tartott, frissen festett, muanyag nyílászárókkal rendelkezik. Hideg burkolatok tekintetében modernizálás igényel, a parketta viszont kifogástalan állapotú. Futése gáz-konvektoros, melyek nemrég lettek újra cserélve. Meleg vizet Ariston elektromos bojler szolgáltatja. Burkolatok szobákban tölgyfa parketta, többi helyiség járólapos.Ajánlom a lakást kisebb családoknak, fiataloknak, idoseknek, mindazoknak, akik szeretik a CSENDES környezetet, ugyanakkor igénylik a belváros nyújtotta kényelem közelségét.Esztétikailag karbantartott társasház, rendezett anyagi helyzet, garantáltan kulturált, lakóközösséggel.Tehermentes!Nem új ingatlan, némi modernizálást igényel, de ár-érték arányban, kiváló vétel lehet, egy igazán kellemes otthon varázsolható belole, pazar környezetben.A lakás hitel bevonásával is megvásárolható! A szükséges ügyintézést, teljes egészében átvállaljuk Öntol, díjmentesen, profi, SZAKÉRTO kollégáinkkal!Jöjjön el, érdemes megnézni, nehogy lemaradjon róla.Várom megtisztelõ hívását. (akár hétvégén is)T.J.Cégünk az ingatlanközvetítés területén átfogó, MINDENRE kiterjedo szolgáltatást nyújt, a tanácsadástól, hitel ügyintézéstol, a szerzodéskötéssel záruló ingatlan értékesítésen át egészen a költöztetésig.Nézzen körül a blogunkon ahol sok érdekes és hasznos információt talál.GDN INGATLAN BLOG","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","igen","nincs megadva","kelet","kertre néz","4 m²","nem","utca, közterület","nem tetotéri",NA,NA
"27","Mosonmagyaróvár, Lucsony utca","24,5 millió Ft","65 m²","3","Lucsonyban felújításra szoruló lakások zárt udvarban kertkapcsolattal eladó.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","20  Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","30 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"28","XIII. kerület, Reitter Ferenc utca 3.","19,6 millió Ft","24 m²","1","Reitter Ferenc utcaBudapest 13. kerületében a Reitter Ferenc utcában, eladó egy tégla építésu, klimatizált, frissen festett,  napos, földszinti lakás. A lakásban szoba, galéria, konyha és fürdoszoba található.Bútorozatlan és részben gépesített (gáztuzhely, süto, klíma).Ár: 19,6 M FtA rezsi nagyon kedvezo. A közös költség: 8000 Ft/hó. A futése elektromos futopanellel és klímvával megoldott. A rezsi többi része, (víz, villany) egyedi fogyasztás alapján fizetendo.A tömegközlekedés jó, a 105-ös, 178-as busz, az 1-es és 14-es villamos néhány percre található a lakástól.Séta távolságon belül elérheto étterem, gyógyszertár, edzoterem, posta, bankfiók, Tesco, Spar, Penny, és 15 percen belül tömegközlekedéssel elérheto a Margitsziget, Városliget, a Lehel téri piac, a Westend és a Duna Pláza is.A lakóközösség nagyon jó, a ház csendes és nyugodt. Amennyiben a hirdetés felkeltette az érdeklodését, hívjon és tekintse meg az ingatlant.","felújított","1950 elott","összkomfortos","nincs megadva","földszint","3","nincs","3 m-nél magasabb","elektromos","van","25 E Ft/hó","igen","egy helyiségben","nincs megadva","udvari","nincs megadva","nem","utca, közterület - fizetos övezet","nincs megadva",NA,NA
"29","XIII. kerület, Hajdú köz","25 millió Ft","20 m²","1","Eladó a XIII. kerület csendes, kertvárosi részén, a Hajdú közben egy 20 m2-es, 1 szobás, frissen és teljes köruen felújított, tehermentes öröklakás, egy rendezett társasház 2. emeletén. Az ingatlan a képeken látható bútorzattal és gépekkel eladó.A környék infrastrukturálisan rendkívül jól ellátott: boltok, oktatási intézmények, egészségügyi intézmények csak pár perc sétára találhatóak. Rekreációs tevékenységekre a közelben lévo Rákos-patak (futópálya, szabadtéri edzogépek) nyújt lehetoséget.A közlekedés kiváló: a 105-ös busszal vagy a 14-es villamossal a belváros gyorsan és könnyen elérheto. Az ingatlan azonnal költözheto.Irányár: 25 millió Ft.","felújított","1950 és 1980 között","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","távfutés","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","utcai","nincs megadva","nem","utca, közterület - fizetos övezet","nem tetotéri",NA,NA
"30","Szeged, Tisza Lajos körút","9,6 millió Ft","40 m²","1","Szeged belvárosában Tisza Lajos körúton, Széchenyi tértol 100m-re, a jogi kar közelében, 40m2-es, felújított, 7. emeleti, liftes házban levo lakás BÉRLETI JOGA eladó. A teljes köru felújítás 2021-ben történt, minden nyílászárót kicseréltek, új villamos és vízhálózat került kiépítésre, a konyhában és fürdoben is megújult minden. A szobában festett falak és laminált padló burkolat.  A közlekedoben egy hatalmas plafonig éro gardróbszekrény nyeli el a ruhákat. A futotestek homennyiség mérovel felszereltek. Jelenleg a bérleti díj 30 eFt/hó, közös költség vízzel 8000Ft/hó","felújított","nincs megadva","összkomfortos","nincs megadva","7","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"31","Zamárdi, Somogy megye","39,9 millió Ft","50 m²","3","Eladóvá vált Zamárdiban, vízparttól 300 méteres távolságra egy 3 ingatlanból álló osztatlan közös tulajdonban lévo nyaraló épületben lévo  tetotéri 50 nm es lakás.A lakáshoz tartozik még egy 25 nm nagyságú jelenleg biliárdszobaként funkcionáló különálló komfortos  apartmanrész.Az ingatlan jellemzoi:- felújított állapot- huto- futo klíma- 3 hálószoba- modern fürdoszoba- gépesített modern konyha + étkezo- beálló az árban- a + 25 nm es az ingatlanhoz tartozó külön apartman a vételár részét képeziAz ingatlan télen nyáron lakható, így saját nyaralóként, vagy kiadásra kiválóan alkalmas.Zamárdi központja kényelmes sétával megközelítheto.Amennyiben szeretné megtekinteni hívjon még ma!","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","kertre néz","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"32","XI. kerület, Kelenföld","51,9 millió Ft","59 m²","2","Budapest, 11. kerületében az ALLÉ-tol 2 percre eladó egy 2. emeleti, NAPFÉNYES, ERKÉLYES, FELÚJÍTOTT LAKÁS!Eladó egy 60 nm-es lakás a Fehérvári úton!Nemrég lett felújítva: elektromos és víz vezetékek cseréje megtörtént.Lakás:A lakás erkélye, konyhája és egyik szobája a Fehérvári útra néz (keleti tájolás).A másik szoba ablakából a belso udvarra látunk rá (nyugati tájolású).A nyugati fekvésu szobában van klíma, ami hasznosnak bizonyulhat a nyári melegben.A konyhabútort nem cserélték le, hogy az új lakó saját ízlése szerint tudja berendezni.Lakóközösség:Elmondások alapján rendesek a lakók, az emeleti szomszédok idosek, szóval csendesek.Környék:Kiváló elhelyezkedés!!Az Allee bevásárlóközpont 2 perc sétányira van.Jó tömegközlekedési infrastruktúra az Újbuda Központnál! (metró, busz, villamos)AZ ALAPRAJZ TÁJÉKOZTATÓ JELLEGU! Nem méretarányos!Amennyiben tetszik Önnek az ingatlan, kérem, hívjon telefonon!+ Irodánk teljes köru szolgáltatást nyújt ingatlanok adás-vételéhez. Kedvezményes ügyvédi költséggel, energetikai tanúsítvány készítéssel, ingyenes hitel ügyintézéssel és biztosítási tanácsadással várjuk Kedves Ügyfeleinket.","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél alacsonyabb","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","6 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
