"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"400","XIX. kerület, Kispest","80,04 millió Ft","83 m²","3","KISPEST KÖZPONTHOZ KÖZEL ÚJ ÉPÍTÉSU LAKÓPARK:3. EMELETI,86,22 nm-es, NAPPALI +2 SZOBÁS+GALÉRIÁS, KÉT ERKÉLYES LAKÁSA tervezett épület négy szint + tetotér beépítésu, összesen 28 lakást tartalmaz.46,37nm-tol - 86,22nm-ig (honlapunkon megtalálható)Az 1-3 emeleten szintenként 8 lakás található.A 3. emeleten az utcai fronton kétszintes lakások kapnak helyetA 4. emeleten 4 db tetotéri, erkéllyel nem rendelkezo lakások lesznek kialakítva, a többi lakás mindegyikéhez tartozik erkély.A LAKÁSOK FUTÉSÉROL HOSZIVATTYÚ GONDOSKODIK, TERMOSZTÁTRÓL VEZÉRELHETO PADLÓFUTÉSSEL.A HUTÉST A NAPPALIBAN ELHELYEZETT KLÍMA BIZTOSÍTJA.Emellett a lakások számára kialakított tárolóhelyek, kiszolgáló helyiségek kapnak helyet. Utóbbi helyiségcsoport önállóan, a lakásoktól függetlenül használhatóak, a lakóépületbe közvetlen bejárattal nem rendelkeznek.Az épület belso udvaros kialakítású.A földszinten 28 parkolóhely található.Igény esetén 2,3 millió Ft/db áron megvásárolható.A középre helyezett lépcsoháznak illetve a szinteltolásnak köszönhetoen folyosószakaszonként csak két lakás található.Épületen belül az egyes szintek között 8 személyes lift beépítésével valósítható meg az AKADÁLYMENTES közlekedés. A lift átmenos kialakítású, így valamennyi szintet kiszolgálja.Az épület monolit vasbeton szerkezetekbol illetve égetett vázkerámia falazatokból áll.A külso falak tört-fehér és antracit színu dryvit vakolattal, illetve az utca felol a földszinten ragasztott lapburkolattal készülnek.Az erkélyek, franciaerkélyek illetve egyes ablakok elott rozsdamentes korlátok találhatók, port-szórt üvegezésu betételemekkel.A tetore antracit tetocserép, a kis hajlásszögu illetve a függofolyosók feletti részekre antracit fémlemez fedés kerül. Az épület hoszigetelése EXP, XPS ill. kozetgyapot anyagokkal történik az építészeti terveken jelölt módon.A nyílászárók minimum ötcellás anyagában színezett (fehér) muanyag szerkezetuek, hoszigetelo 4-16-4 üvegezéssel készülnek, minden üveg Ug értéke legalább 1,1 W/m2K.A LAKÁSOK 2022 NYÁRI ÁTADÁSSAL MÁR MOST LEKÖTHETOK!IRODÁNK DÍJMENTES BANK SEMLEGES HITEL TANÁCSADÁSSAL ÁLL ÜGYFELEINK RENDELKEZÉSÉRE.TOVÁBBI RÉSZLETES TÁJÉKOZTATÁS VÉGETT VÁROM MEGTISZTELO HÍVÁSÁT !","új építésu","2021","duplakomfortos","nincs megadva","3","4","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","igen","külön és egyben is","délnyugat","nincs megadva","22 m²","nincs megadva","udvari beálló - megvásárolható","nincs megadva",NA,"2 000 000 Ft"
"401","XIII. kerület, Béke tér","85,2 millió Ft","66 m²","3","A XIII. kerület egyik legkeresettebb részén, a megújult Béke téren, frissen átadott és épülo társasházi környezetben kínálunk lakásokat jövo év végi átadással. A társasház 85%-a elkelt.Finanszírozás 10%-90%. A KÉPEK A PROJEKT LAKÁSAIT ÁBRÁZOLJÁK, ALAPÁRAS BURKOLATOKKAL. Az épület a Béke téri 14-es villamos megállójától 2 perc séta távolságon belül épül. A közelben található a 105-ös, 32-es buszok megállója. Az 1-es villamos megállója 5 perc séta, vagy 1 villamos megállónyi távolság, a 3-as metró Göncz Árpád városközpont megállója 2 megálló távolság busszal, vagy 15 perc sétálva. A közvetlen közelben megtalálható több szupermarket, kisebb bolt, pékség, étterem, fodrászat, fogorvos, egészségügyi intézmény, önkormányzat. A környékbeli ingatlanok a kituno lokáció miatt, mind befektetési, mind lakhatási célra tökéletesen megfeleloek. A lakásokhoz vásárolható autóbeálló (mélygarázsban, illetve földszinten) illetve tároló. A társasházat TÖBB, MÁR ELKÉSZÜLT REFERENCIA ÉPÜLETTEL rendelkezo beruházó építi. További lakáskínálatunkban, átadás alatt lévo és épülo ingatlanok több, mint 20 db XIII. kerületi projektben.","új építésu","2021","összkomfortos","nincs megadva","1","10","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","délkelet","kertre néz","137 m²","igen","teremgarázs hely","nem tetotéri",NA,NA
"402","XIII. kerület, Béke tér","49,9 millió Ft","47 m²","2","A XIII. kerület egyik legkeresettebb részén, a megújult Béke téren, frissen átadott és épülo társasházi környezetben kínálunk lakásokat jövo év végi átadással. A társasház 85%-a elkelt.Finanszírozás 10%-90%. A KÉPEK A PROJEKT LAKÁSAIT ÁBRÁZOLJÁK, ALAPÁRAS BURKOLATOKKAL. Az épület a Béke téri 14-es villamos megállójától 2 perc séta távolságon belül épül. A közelben található a 105-ös, 32-es buszok megállója. Az 1-es villamos megállója 5 perc séta, vagy 1 villamos megállónyi távolság, a 3-as metró Göncz Árpád városközpont megállója 2 megálló távolság busszal, vagy 15 perc sétálva. A közvetlen közelben megtalálható több szupermarket, kisebb bolt, pékség, étterem, fodrászat, fogorvos, egészségügyi intézmény, önkormányzat. A környékbeli ingatlanok a kituno lokáció miatt, mind befektetési, mind lakhatási célra tökéletesen megfeleloek. A lakásokhoz vásárolható autóbeálló (mélygarázsban, illetve földszinten) illetve tároló. A társasházat TÖBB, MÁR ELKÉSZÜLT REFERENCIA ÉPÜLETTEL rendelkezo beruházó építi. További lakáskínálatunkban, átadás alatt lévo és épülo ingatlanok több, mint 20 db XIII. kerületi projektben.","új építésu","2021","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","északnyugat","utcai","11 m²","nincs megadva","teremgarázs hely","nem tetotéri",NA,NA
"403","XIII. kerület, Béke tér","75,9 millió Ft","66 m²","3","A XIII. kerület egyik legkeresettebb részén, a megújult Béke téren, frissen átadott és épülo társasházi környezetben kínálunk lakásokat jövo év végi átadással. A társasház 85%-a elkelt.Finanszírozás 10%-90%. A KÉPEK A PROJEKT LAKÁSAIT ÁBRÁZOLJÁK, ALAPÁRAS BURKOLATOKKAL. Az épület a Béke téri 14-es villamos megállójától 2 perc séta távolságon belül épül. A közelben található a 105-ös, 32-es buszok megállója. Az 1-es villamos megállója 5 perc séta, vagy 1 villamos megállónyi távolság, a 3-as metró Göncz Árpád városközpont megállója 2 megálló távolság busszal, vagy 15 perc sétálva. A közvetlen közelben megtalálható több szupermarket, kisebb bolt, pékség, étterem, fodrászat, fogorvos, egészségügyi intézmény, önkormányzat. A környékbeli ingatlanok a kituno lokáció miatt, mind befektetési, mind lakhatási célra tökéletesen megfeleloek. A lakásokhoz vásárolható autóbeálló (mélygarázsban, illetve földszinten) illetve tároló. A társasházat TÖBB, MÁR ELKÉSZÜLT REFERENCIA ÉPÜLETTEL rendelkezo beruházó építi. További lakáskínálatunkban, átadás alatt lévo és épülo ingatlanok több, mint 20 db XIII. kerületi projektben.","új építésu","2022","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","délkelet","kertre néz","29 m²","nincs megadva","teremgarázs hely","nem tetotéri",NA,NA
"404","XIII. kerület, Béke tér","54,9 millió Ft","51 m²","2","A XIII. kerület egyik legkeresettebb részén, a megújult Béke téren, frissen átadott és épülo társasházi környezetben kínálunk lakásokat jövo év végi átadással. A társasház 85%-a elkelt.Finanszírozás 10%-90%. A KÉPEK A PROJEKT LAKÁSAIT ÁBRÁZOLJÁK, ALAPÁRAS BURKOLATOKKAL. Az épület a Béke téri 14-es villamos megállójától 2 perc séta távolságon belül épül. A közelben található a 105-ös, 32-es buszok megállója. Az 1-es villamos megállója 5 perc séta, vagy 1 villamos megállónyi távolság, a 3-as metró Göncz Árpád városközpont megállója 2 megálló távolság busszal, vagy 15 perc sétálva. A közvetlen közelben megtalálható több szupermarket, kisebb bolt, pékség, étterem, fodrászat, fogorvos, egészségügyi intézmény, önkormányzat. A környékbeli ingatlanok a kituno lokáció miatt, mind befektetési, mind lakhatási célra tökéletesen megfeleloek. A lakásokhoz vásárolható autóbeálló (mélygarázsban, illetve földszinten) illetve tároló. A társasházat TÖBB, MÁR ELKÉSZÜLT REFERENCIA ÉPÜLETTEL rendelkezo beruházó építi. További lakáskínálatunkban, átadás alatt lévo és épülo ingatlanok több, mint 20 db XIII. kerületi projektben.","új építésu","2021","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","délkelet","kertre néz","15 m²","nincs megadva","teremgarázs hely","nem tetotéri",NA,NA
"405","XIII. kerület, Béke tér","82,9 millió Ft","78 m²","3","A XIII. kerület egyik legkeresettebb részén, a megújult Béke téren, frissen átadott és épülo társasházi környezetben kínálunk lakásokat jövo év végi átadással. A társasház 85%-a elkelt.Finanszírozás 10%-90%. A KÉPEK A PROJEKT LAKÁSAIT ÁBRÁZOLJÁK, ALAPÁRAS BURKOLATOKKAL. Az épület a Béke téri 14-es villamos megállójától 2 perc séta távolságon belül épül. A közelben található a 105-ös, 32-es buszok megállója. Az 1-es villamos megállója 5 perc séta, vagy 1 villamos megállónyi távolság, a 3-as metró Göncz Árpád városközpont megállója 2 megálló távolság busszal, vagy 15 perc sétálva. A közvetlen közelben megtalálható több szupermarket, kisebb bolt, pékség, étterem, fodrászat, fogorvos, egészségügyi intézmény, önkormányzat. A környékbeli ingatlanok a kituno lokáció miatt, mind befektetési, mind lakhatási célra tökéletesen megfeleloek. A lakásokhoz vásárolható autóbeálló (mélygarázsban, illetve földszinten) illetve tároló. A társasházat TÖBB, MÁR ELKÉSZÜLT REFERENCIA ÉPÜLETTEL rendelkezo beruházó építi. További lakáskínálatunkban, átadás alatt lévo és épülo ingatlanok több, mint 20 db XIII. kerületi projektben.","új építésu","2022","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","délnyugat","kertre néz","18 m²","nincs megadva","teremgarázs hely","nem tetotéri",NA,NA
"406","Szigethalom, Pest megye","37,5 millió Ft","66 m²","4","Szigethalmon Új építésu 6.lakásos társasházban eladó egy 1.emeleti (3 lakás) 65,56.nm 3.szobás társasházi lakás.Szintenként ketto lakás került kialakításra, lakások falai egymással nem érintkeznek köztük tároló és a lépcsoház található. Lakás belso kiosztása: eloszoba, közlekedo, fürdoszoba, Wc., nappali, konyha-étkezo, kamra, 3.db szoba.Futés és a melegvíz ellátást Ariston kondenzációs gázkazán biztosítja, minden helyiségben padlófutés, fürdoszobában törölközoszárítós radiátor is kialakításra került. Minden lakáshoz tartozik 1.db parkoló és 4,2.nm futött tároló.Társasház külön rendelkezik gyalogos bejáróval illetve kártyával muködo, sorompóval védett autó be és kihajtóval. Társasházhoz tartozó bejárok és parkolók térkovel burkoltak, alkonykapcsolóval és éjszakai világítással kialakított.Ingatlan teljes kulcsrakész állapotban kerül átadásra.Jó megközelíthetoséggel. (helyi és távolsági busz 3, perc sétára)Ingatlan várható átadása 2021.november.","új építésu","2021","nincs megadva","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko), padlófutés","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","udvari","nincs megadva","nincs megadva","udvari beálló - benne van az árban","nincs megadva",NA,NA
"407","XXII. kerület, Budafok","72,9 millió Ft","81 m²","4","Kiváló elhelyezkedesu, CSENDES zsákutcában épülo társasház elso emeleti lakása már foglalható!A lakás 84 négyzetméteres, ERKÉLYES nappali +3 szobás, most még egyedi igényekhez, ízléshez alakítható.Muszaki paraméterek:Választható meleg- és hidegburkolatok 3500,- 4000 forint összegig.Futés gazdaságos elektromos kazánnal, padlófutéssel kombinálva.Muanyag, kívül antracit színu, belül fehér ablakok, belül fa ajtók 45000 forintig választhatóak.Melegvíz ellátás saját digitális bojlerrel.Légkondicionáló vezetékezés kiépítését vállalja a kivitelezo.A lakáshoz tartozik egy autó beállását biztosító SAJÁT felszíni PARKOLÓ, mely 2.5 millió forint összegben kötelezoen megvásárolandó.A környék a XXII. kerület csendes, NYUGODT KERTVÁROSI része, ugyanakkor infrastruktúrája kiváló!A közelben minden megtalálható, amire a modern nagyvárosi életben szüksége lehet, de a belváros is számos tömegközlekedési eszközzel könnyedén megközelítheto.Innen a DUNA-PART és Budafok központja mindössze néhány perc séta távolságra van.Aki ide költözik, nem bánja meg, mert ÉLHETO, barátságos otthonra talál, tartozzon bármely korosztályba.Lakások várható átadása 2022 Május.A beruházó cég referencia munkái megtekinthetoek Érden és Velencén.Egyéb kérdés esetén várom hívását!","új építésu","2022","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","6 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"408","XXI. kerület, Csepel-Szabótelep","96,9 millió Ft","91 m²","3 + 1 fél","ÚJ ÉPÍTÉSU PENTHOUSE LAKÁS ELADÓ (134nm terasszal) A projekt megvalósítása két ütemben zajlik. Az elso ütemben egy 22 lakásból és 4 irodából álló, 4. szintes, lifttel ellátott épület kerül felépítésre. A második ütemben egy 36 lakásból és 1 irodából álló épület, amely földszint + 3 emeletes + egy úgynevezett penthouse tetoszinttel kialakított épület, melyben szintén lift szolgálja a lakók kényelmét.A kínálatban szereplo 58 otthon közül mindenki megtalálja az igényeinek és elképzeléseinek megfelelo változatot. Pároknak kituno választás lehet egy hálószobás, amerikai konyhás lakás, kisgyermekes családok bátran választhatják a 2-3 szobás otthonainkat is. Lakásaink akár befektetés céljára is alkalmas mivel könnyen kiadható és a környezo fejlesztésének köszönhetoen értékálló ingatlan lesz!A lakásokat kimagasló muszaki tartalom jellemzi, melyet a prémium márkák garantálnak. Minden ingatlanhoz tágas terasz és klímaberendezés tartozik. A földszinten fedett gépkocsi beállók és közös belso kertben játszó sarok is kerül kialakításra. Az épület megközelítése mind autóval, mind gyalogosan a Corvin út és a Jókai út felol történik. Közelben számos vásárlási lehetoség, 1 percre a Lidl 5 percre a csepeli piac, orvosi rendelok, posta, iskola, óvoda, éttermek, Duna-part stb...A telken belüli parkolás részben az épülettömeg földszintjén, részben az udvaron biztosított.""402"" lakás 4.emeleti 4 szobás 90.75nm + 134.34nm erkély/terasz tartozik hozzáBruttó ára: 96.970.000Ft(Áraink tájékoztató jelleguek)további lakástípusokról és árakról kérem érdeklodjön! Az elso ütem átadása 2021 év végén!További információ az alábbi telefonszámon vagy weboldalunkon is lehetséges!Weboldal: corvin32Köszönettel: Varga Zoltán","új építésu","2021","duplakomfortos","BB","4","4","van","nincs megadva","házközponti egyedi méréssel, padlófutés","van","nincs megadva","igen","egy helyiségben","délnyugat","panorámás","134.34 m²","nincs megadva","udvari beálló - megvásárolható","penthouse",NA,NA
"409","XXI. kerület, Corvin út 32.","32,9 millió Ft","35 m²","1","ÚJ ÉPÍTÉSU 1 SZOBÁS NAGY TERASZOS LAKÁS ELADÓ CSEPELEN!""304"" 3.emeleti 1 szobás 34.83nm + 15.71nm erkély tartozik hozzá!Bruttó ára: 32.990.000FtA ház már áll és a lakás is megtekintheto! ----------------------------------------------------------------------------------------------------------------------------------------------------------------A projekt megvalósítása két ütemben zajlik. Az elso ütemben egy 22 lakásból és 4 irodából álló, 4. szintes, lifttel ellátott épület kerül felépítésre. A második ütemben egy 36 lakásból és 1 irodából álló épület, amely földszint + 3 emeletes + egy úgynevezett penthouse tetoszinttel kialakított épület, melyben szintén lift szolgálja a lakók kényelmét.A kínálatban szereplo 58 otthon közül mindenki megtalálja az igényeinek és elképzeléseinek megfelelo változatot. Pároknak kituno választás lehet egy hálószobás, amerikai konyhás lakás, kisgyermekes családok bátran választhatják a 2-3 szobás otthonainkat is. Lakásaink akár befektetés céljára is alkalmas mivel könnyen kiadható és a környezo fejlesztésének köszönhetoen értékálló ingatlan lesz!A lakásokat kimagasló muszaki tartalom jellemzi, melyet a prémium márkák garantálnak. Minden ingatlanhoz tágas terasz és klímaberendezés tartozik. A földszinten fedett gépkocsi beállók és közös belso kertben játszó sarok is kerül kialakításra. Az épület megközelítése mind autóval, mind gyalogosan a Corvin út és a Jókai út felol történik. Közelben számos vásárlási lehetoség, 1 percre a Lidl 5 percre a csepeli piac, orvosi rendelok, posta, iskola, óvoda, éttermek, Duna-part stb...A telken belüli parkolás részben az épülettömeg földszintjén, részben az udvaron biztosított.----------------------------------------------------------------------------------------------------------------------------------------------------------------(Áraink tájékoztató jelleguek)további lakástípusokról és árakról kérem érdeklodjön! Az elso ütem átadása 2021 év végén!További információ az alábbi telefonszámon vagy weboldalunkon is lehetséges!Weboldal: corvin32Köszönettel: Varga Zoltán","új építésu","2021","összkomfortos","BB","3","4","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","igen","egy helyiségben","dél","nincs megadva","15.71 m²","nincs megadva","udvari beálló - megvásárolható","nincs megadva",NA,"1 800 000 Ft"
