"","address","price","area","noroom","description","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Építés éve","Panelprogram"
"781","II. kerület, Törökvész","99 millió Ft","74 m²","3","Eladó lakás a  II. kerület, Törökvész részén, 3 szobás, dupla gépkocsi beállós, erkély panorámával, saját kertrésszel és tárolóval. - Törökvész legszebb pontján;- 74 nm;- 2 szoba + nappali;- 10nm-es erkély örökpanorámával;- A ház 3 társasházi al betéttel rendelkezik, saját kertrésszel.- 1 db 10 nm-es tároló és 2 db kerti gépkocsi beálló tartozik.- Fekvése D, DNY-i.- Közös költsége: 28.000 Ft/hó.Rugalmasan megtekintheto!","felújított","nincs megadva","nincs megadva","félemelet","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","panorámás","10 m²","nincs megadva","nincs megadva","udvari beálló - benne van az árban",NA,"nincs megadva",NA
"782","V. kerület, Lipótváros","99 millió Ft","71 m²","3","V. egyik legkedveltebb részén Közel a Parlamenthez, Dunához, csendesebb kis utcában, régiség boltok hangulatos közegében, szép polgári épületben, eladó ez a néhány éve teljes koruen felújított lakás.Az itt élok kellemes sétákat tehetnek a Dunaparton közel a Víg színház, ha kulturális programra vágynak.Az ingatlan áll egy tágas, teljesen felszerelt, gépesített konyhás, étkezos helységbol, 2 ízlésesen berendezett háló szobából, modern stílusos fürdoszobából és külön mosdó plusz mellékhelyiségbol.Teljes felszereléssel bútorzattal együtt kínáljuk eladásra ezt a minden igényt kielégíto csodás otthont.Ide csak beköltözni kell..Közös költség 17000 ft vízzel.Infrastruktúra nagyon jó, villamos, busz 2 perc, boltok,gyógyszertár, cukrászda, élelmiszerüzlet, posta, Westend bevásárló központ karnyújtásnyira..Kiváló befektetésnek is, az elmúlt idoben is ki volt adva a lakás havi 800 euróért.Jöjjön nézze meg, szeressen beleReferencia szám: LK523888","felújított","nincs megadva","nincs megadva","1","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,"1950 elott",NA
"783","VII. kerület, Akácfa utca","99 millió Ft","133 m²","4","A méltán közkedvelt VII kerületben, eladó egy Klauzál térre nézo, napsütötte, óriás lakás!Az ingatlan az épület harmadik emeletén helyezkedik el, sarok lakásként szinte mindegyik szobája nagy, utcára-térre nézo ablakokkal rendelkezik. Méretébol fakadó elonyöket kihasználva a tulajdonos egy közös elotérbol nyíló, önálló bejárati ajtóval rendelkezo, belso udvarra nézo, 21nm nagyságú garzont, és egy térre nézo, 109 nm nagyságú 3 hálószobás apartmant alakított ki. Ez a kialakítás maximalizálja a lakás bevételeit, turista szezonban 8% feletti nettó hozamot ért el vele, jelenleg pedig szobánként kiadva is átlag feletti bevételt biztosít.A lakás jó állapotú, azonnal költözheto/kiadható állapotban van.Megtekintése elore egyeztetett idopontban lehetséges!Amennyiben elnyerte tetszését az ingatlan kérem keressen bizalommal!!","felújított","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,"1950 és 1980 között",NA
"784","IX. kerület, Középso-Ferencváros","99 millió Ft","81 m²","3","Exkluzív módon megtervezett, valódi élményeket nyújtó társasházi lakást kínálunk eladásra a 9.kerületben, 5 perc sétára a Duna parttól. A városrész a Corvin-negyed városrehabilitációjához hasonlóan teljesen átalakul, modern lakókörnyezetet (és új szolgáltatásokat) kínálva az itt lakóknak. A Közvágóhíd ikonikus kapuja, az azt díszíto szobrok és a védettséget élvezo épületek megtartása mellett új ingatlanfejlesztésekkel bovül a terület, mellyel a negyed történelmi hagyományai és új funkciói együtt üde színfoltot képviselnek majd a pesti oldalon.A lakásról:- magas muszaki tartalommal készült a lakás- egyedi magas minoségu burkolatokkal és egyedi, érintos villanykapcsolókkal rendelkezik- klimatizált- elektromos redonnyel és szúnyoghálóval felszerelt- futése egyedi mérésu távhovel megoldott- tartozik hozzá erkély, 1,5 méter mélységben- óriási ablakfelületekkel rendelkezik, ezáltal a tágas érzés garantált- DNY fekvésu- elso osztályú éttermek, kávézók a földszinten- 15 percen belül elérhetoek az egyetemek- kiváló és biztonságos közlekedés akár éjszaka is- jelenleg bérlo lakik az ingatlanban, aki szívesen tovább bérelné a lakást- teremgarázshely vásárolható az ingatlanhoz, plusz 6 millió forintért","újszeru","nincs megadva","nincs megadva","8","nincs megadva","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","24 m²","nincs megadva","nem tetotéri","nincs megadva",NA,"2020",NA
"785","XIII. kerület, Újlipótváros","99 millió Ft","101 m²","4","A XIII. kerületi Visegrádi utcában eladásra kínálok egy 4 szobás, remek elrendezésu lakást. Kiváló választás befektetési szempontból is, hisz 3 szobája külön nyílik. Nagyobb családok számára is ideális választás.Tágas, napfényes terekkel rendelkezik az egész lakás, NY-i tájolásának köszönhetoen.Jó tömegközlekedés van a környéken, emellett számos bolt is található.Ha felkeltettem érdeklodését, hívjon.","felújított","nincs megadva","nincs megadva","1","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,"1950 elott",NA
"786","II. kerület, Víziváros","99 millió Ft","116 m²","4","NÍVÓSAN FELÚJÍTOTT, CSENDES, NAPFÉNYES LAKÁS A MECHWART LIGETNÉL!II. Szász Károly utcában kínáljuk megvételre ezt az 1. emeleti, 3+1 szobás, duplakomfortos, 1 éve magas színvonalon és igényesen felújított, tágas, világos lakást, jól karban tartott liftes házban.A meleget cirkó (hideg burkolatú helyiségekben padlófutés) biztosítja, klíma és riasztó is ki van építve. A lakás valamennyi szobája külön nyíló, 2 fürdoszobával, s külön mosó-szárító helyiséggel rendelkezik.Igazi kuriózum! Ha exkluzív kialakítású, de meleg hangulatú polgári lakást keres csendes utcában, remek közlekedés és infrastruktúra mellett, akkor jöjjön el és tekintse meg mielobb ezt az ingatlant!Referencia szám: LK067945","felújított","nincs megadva","nincs megadva","1","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,"1950 elott",NA
"787","XI. kerület, Albertfalva","99 millió Ft","130 m²","5","Évek óta foglalkozunk társasházak építésével. Évrol évre fejlodtünk, lépést tartottunk a különbözo építési technológiák korszerusödésével. Így házainknál komoly hangsúlyt fektetünk, a megújuló energiafelhasználásra. A futés, hutés-melegvíz ellátást modern és gazdaságos levegos hoszivattyúk szolgáltatják. Ezekkel biztosítjuk a lakások alacsony fenntartási költségét. Egy késobbi lépésként a terveknek megfeleloen a tetore telepítendo naperomuvel a lakók a teljes rezsiköltséget lenullázhatják.A neves építész Kajdócsi Jeno remek, jól átgondolt koncepciója alapján, a dunai panorámát valamint a benapozást figyelembe véve a ház Dél felé csökkeno épület magasságot kap ennek köszönhetoen egyedi építészeti stílust és tervrajzi elrendezést képviselEgyedülálló továbbá az épülo társasház elhelyezkedése, ugyanis a Duna part és a Savoya Park közvetlen szomszédságában helyezkedik el. Így akár egy kellemes Duna-parti séta, vagy egy gyalogos bevásárlással összekötött ügyintézés is könnyen megteheto.A városközpontból vagy az autópályák irányából több villamos és busz vonal, foútvonalak, fo kerékpárút teszik könnyen és gyorsan megközelíthetové.Magyarország gazdasági helyzetét tekintve jelenleg biztonságos és kiváló befektetés az ingatlan vásárlás. Projektünk ár-érték aránya rendkívül kiemelkedo.  A Duna parti lakások szintén elonyt jelentenek akár a lakás, akár az ingatlan bérleti piacon.","új építésu","összkomfortos","nincs megadva","6","6","van","3 m-nél magasabb","hoszivattyú","van","40 E Ft/hó","igen","külön helyiségben","dél","udvari","nincs megadva","nem","nem tetotéri","teremgarázs hely - megvásárolható","3 000 000 Ft","2021",NA
"788","IX. kerület, Vágóhíd utca","99 millió Ft","81 m²","3","Exkluzív módon megtervezett, valódi élményeket nyújtó társasházi lakást kínálunk eladásra a 9.kerületben, 5 perc sétára a Duna parttól. A városrész a Corvin-negyed városrehabilitációjához hasonlóan teljesen átalakul, modern lakókörnyezetet (és új szolgáltatásokat) kínálva az itt lakóknak. A Közvágóhíd ikonikus kapuja, az azt díszíto szobrok és a védettséget élvezo épületek megtartása mellett új ingatlanfejlesztésekkel bovül a terület, mellyel a negyed történelmi hagyományai és új funkciói együtt üde színfoltot képviselnek majd a pesti oldalon.A lakásról:- magas muszaki tartalommal készült a lakás- egyedi magas minoségu burkolatokkal és egyedi, érintos villanykapcsolókkal rendelkezik- klimatizált- elektromos redonnyel és szúnyoghálóval felszerelt- futése egyedi mérésu távhovel megoldott- tartozik hozzá erkély, 1,5 méter mélységben- óriási ablakfelületekkel rendelkezik, ezáltal a tágas érzés garantált- DNY fekvésu- elso osztályú éttermek, kávézók a földszinten- 15 percen belül elérhetoek az egyetemek- kiváló és biztonságos közlekedés akár éjszaka is- jelenleg bérlo lakik az ingatlanban, aki szívesen tovább bérelné a lakást- teremgarázshely vásárolható az ingatlanhoz, plusz 6 millió forintért 99000000 FtReferencia szám: H435449","újszeru","összkomfortos","nincs megadva","8","10","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","délnyugat","utcai","24 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható","6 000 000 Ft","2020",NA
"789","V. kerület, Akadémia utca","99 millió Ft","77 m²","2","Dunai részpanoráma!Parlamentnél!2 utcára nézo szobával!1 nappali+2 vagy 3 háló könnyedén kialakítható! Eladásra kínálunk a Parlament szomszédságában, V. Akadémia utcában elhelyezkedo 1869-ben, 5-eklektikus stílusban épült 5 emeletes,59 lakásos, liftes társasház 4. emeletén található, és részben Dunára nézo, 77 nm-es, 2 szoba öröklakást! Az ingatlan teljes egészében felújítandó.Nyílászárók fából készültek. Futése gázkonvektor. Belmagassága 3,2 m. Déli fekvése miatt rendkívül világos, napsütötte.Közös költség: 18 300.- Ft, mely tartalmazza a korlátlan vízfogyasztást. A lakáshoz tartozik egy pincerekesz is, ami kb. 6 nm.AjánljukMindenkinek, aki befektetésnek vagy saját részre keres ingatlant. Elhelyezkedése révén értékét nemcsak tartja, hanem folyamatosan növekszik, ezért inflációt kivédo befektetésnek is kiválóan alkalmas, rövid és hosszú távra egyaránt.Finanszírozás:Az ingatlan készpénzzel és banki finanszírozással egyaránt megvásárolható.Környék:Minden megtalálható, amire szükségünk lehet. Legyen szó a hétköznapi dolgok elintézésérol, vagy akár a szórakozásról. Számos étterem, bisztró, bár található a környéken.Közlekedés:A közlekedés kiváló. Metró, számos busz és villamos járat segíti a könnyed közlekedést. A parkolás az utcán kialakított parkolóhelyeken megoldható.Hívjon bizalommal!","felújítandó","összkomfortos","nincs megadva","4","6","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","18 E Ft/hó","nincs megadva","egy helyiségben","dél","panorámás","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA,"1950 elott",NA
"790","XI. kerület, Albertfalva","99 millió Ft","125 m²","5","Tökéletes nyugalom a Duna parton11.kerület Dunához közeli részén SAVOYA HÁZ  6.emeletén eladásra kínálunk egy 125 nm-es   ,4+1 szobás napfényes igényes, minoségi anyagokból készült belso kétszintes energiatakarékos lakástAz elkészült társasház a Duna part és a Savoya Park közvetlen szomszédságában helyezkedik el.A városközpontból vagy az autópályák irányából több villamos és buszvonal, foútvonalak, fo kerékpárút teszik könnyen és gyorsan megközelíthetové.Alsó szint kulcsrakész, a konyha kivételével, amit a vevo saját ízlésének megfeleloen fejeznek be.Felso szint teljes befejezése folyamatban van.Jöjjön tekintse meg ezt az egyedi ingatlant.Egyéb kérdés esetén keressen bizalommal.","újszeru","nincs megadva","nincs megadva","6","7","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","külön és egyben is","dél","utcai","nincs megadva","nincs megadva","nincs megadva","önálló garázs",NA,"2020",NA
"791","IX. kerület, Ferenc tér","99 millió Ft","103 m²","3","Budapest IX.kerületének frekventált részén a Ferenc téren megvételre kínálunk  egy 103 nm-es, felújított VILÁGOS, TÁGAS nagypolgári 3 szobás lakás.Az 1912-ben épült szecessziós társasház az elmúlt években több felújításon is átesett kívül/belül egyaránt. A IV. (legfelso) emeleti, napfényes, felújított saroklakás, melynek ablakai parkra néznek. Kialakítását tekintve hagyományos nagypolgári lakás, mely három tágas szobából, beépített szekrénnyel eloszobából, óriási étkezos konyhából, kádas fürdoszobából, külön illemhelyiségbol illetve egy mosókonyhából áll. Az ingatlanon pár éve teljes felújítás történt. A lakásban kombi cirkó bisztosítja a futést és a melegvizet. A közelében minden megtalálható, ami fontos a hétköznapokban.A környék remek infrastruktúrával rendelkezik.A tulajdonosbirtokában áll 2 teremgarázshely (a szomszéd házban),  így azokat is meglehet vásárolni ha valakinek igénye lenne rá.Kérdéseivel forduljon hozzám bizalommal.","felújított","összkomfortos","nincs megadva","4","4","van","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön helyiségben","délnyugat","kertre néz","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA,"1950 és 1980 között",NA
