"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára"
"95","IX. kerület, Erkel utca","78 millió Ft","93 m²","3","A belváros szívében az Erkel utcában, eladásra kínálunk egy világos, 1. emeleti, 3 szobás 93 nm-es, kiválóan alakítható, K-i fekvésu, felújítandó nagypolgári tégla lakást. Finanszírozás:Az ingatlan tehermentes, készpénzzel és banki hitellel egyaránt megvásárolható.A legjobb banki hitellehetoségekkel kapcsolatban irodánk készséggel tájékoztatja Önt, díjmentes ügyintézéssel egybekötve.Muszaki:A lakás tulajdoni lap szerint 93 nm-es. Belmagassága: 3,6 m. A lakás mind esztétikailag, mind muszakilag teljes köruen felújítandó állapotú. A parketta a szobákban jó állapotúak, illetve az ablakokon az eredeti sötétíto paletták vannak. Futése konvektor, illetve cserépkályha. A képek végén találnak pár átalakítási tervet, akár nagyobb családnak, vagy közös bejárattal két teljesen külön álló ingatlan. Közös költség. : 22 000 Ft, amely tartalmazza a felújítási alapot, szemétszállítást, takarítást. Ezen felül az összes rezsiköltség méroórák alapján fizetendo. Környék:A környéket a remek közlekedés és a kituno ellátottság jellemzi minden tekintetben. Ehhez képest az utca csendesnek mondható.  A házból kilépve, balra fordulva az utca végén találjuk a Nagy Vásárcsarnokot, ahol a hazai gasztronómia minden szereploje megtalálható. Bevásárlásainkat könnyedén abszolválhatjuk. 5 perc sétára találhatjuk a Fovám, illetve Kálvin teret. Gyalogszerrel könnyedén elérhetjük a Budapesti Corvinus Egyetemet, az Eötvös Lóránd Tudományegyetemet, a Pázmány Péter Katolikus Egyetemet vagy a Bálna kereskedelmi, kulturális, szórakoztató és vendéglátó centrumot. A kultúrát kedveloknek a Magyar Nemzeti Múzeum, vagy a Fovárosi Szabó Ervin könyvtár közelsége adhatja meg a kulturális feltöltodést. Közlekedés:Miután éjjel-nappal van tömegközlekedés a körúton, így a nap bármely idoszakában nagyon gyorsan haza lehet jutni.Metro: M4, Kálvin térrol M3, M4 Villamos: 47, 48, 49, 2, 2M Busz: 9, 15, 115, 100E (közvetlenül a reptérre közlekedik)Éjszakai: 934, 979, 909, Parkolás:Fizetos parkolási lehetoség az utcában. (Lakcím bejelentése után 2.000 Ft a kerületben.)Ajánljuk:Az ingatlan kiválóan alkalmas értékmegorzo és inflációt kivédo befektetésnek, akár családnak. Az ingatlan adottságai, alakíthatósága mindenkinek megfelelhet.","felújítandó","1950 elott","összkomfortos","nincs megadva","1","4","van","3 m-nél magasabb","gáz (konvektor), cserépkályha","nincs","22 E Ft/hó","nem","külön és egyben is","kelet","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"96","XIII. kerület, Budai Nagy Antal utca","78 millió Ft","83 m²","2 + 2 fél","Jelenleg irodának használt 83 m2 alapterületu polgári lakás eladó. A lakás külön, de a két szomszédos lakással együtt is megvásárolható, összesen 203 m2 alapterületu lakás/irodaterület kialakításához. Újlipótvárosban, a Jászai Mari tértol pár perc sétatávolságra, színházak, galériák, éttermek, kávézók ölelésében helyezkedik el az ingatlan egy patinás polgári ház elso emeletén. Az épület többi lakása lakóingatlan, csendes, jól muködo társasház. Az emeleten három lakás kapott helyet (87+83+33 m2, összesen 203 m2), amelyeket a tulajdonosa egyben, vagy külön-külön is tud értékesíteni. Külön bejárattal rendelkeznek, nincsenek egybeépítve. A lakás új muanyag nyílászáróval szerelt, új split klímák kerültek beépítésre. A belso nyílászárók és a burkolatok közepes állapotban vannak. A konyha helyisége is irodaként funkcionál, lakás céljára történo vásárlás esetén új konyhaszekrény kiépítése szükséges, a fürdoszoba helyisége jelenleg irattárként használt, felújítása szükséges.Az ingatlan kituno lokációja miatt kiváló befektetés lakás és irodának egyaránt.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","1","5","van","3 m-nél magasabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","külön és egyben is","dél","utcai","6 m²","nem","nem tetotéri","utca, közterület - fizetos övezet",NA
"97","XIII. kerület, Mura utca","78 millió Ft","52 m²","2","XIII. kerületben Marina parton eladó, 2 szobás, 52nm + 28nm teraszos, 3.emeleti, ÉK tájolású újszeru lakás. Az ingatlan igény szerint gépesített konyhával lesz felszerelve.Információkért és megtekintéssel kapcsolatban keressen bizalommal.","újszeru","2021","összkomfortos","nincs megadva","3","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","egy helyiségben","északkelet","kertre néz","28 m²","nincs megadva","nincs megadva","nincs megadva",NA
"98","VI. kerület, Andrássy út","78 millió Ft","65 m²","2","ELADÓ INGATLAN AZ ANDRÁSSY ÚTON!A 65nm-es ingatlan kiváló lokációval rendelkezik. Második emeleten található udvári kilátással!Két külön nyíló szoba és egy erkély is van az ingatlanban.A házban lift van!A környéken buszok illetve az 1 es METRO segíti az utazást!A Deák Ferenc tér és az Oktogon is 5 perc sétatávra van ahol további közlekedési csomópontok vannak.Számos nagy márkaüzlet található a környeken illetve neves éttermek!Az épületet híres történelmi személy/ építészmérnök, Ybl Miklós tervezte 1879-ben!Az ingatlan mint befektetés, mint irodai célra kiválóan alkalmas de életvitelszeruen is remek választás. 78000000 FtReferencia szám: H435401","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"99","VI. kerület, Izabella utca","78 millió Ft","120 m²","3 + 1 fél","A VI. kerület frekventált részén, ANDRÁSSY ÚTtól 20 méterre, az Izabella utcában eladó egy 2. emeleti, 120 nm-es, KÉT BEJÁRATTAL rendelkezo lakás.Jelenleg egy lakásként funkcionál, de egy ajtó megszüntetésével két lakássá alakítható (80 nm+ 40 nm), külön fürdoszobával, konyhával, hálóval. Kiadás, befektetés szempontjából is KITUNO LEHETOSÉG!A nappali és a mellette lévo háló utcai fekvésu, DNy-i tájolású, tágas fürdoszobával és konyha-étkezovel. A külön bejáratú lakás akár önállóan is használható,jelenleg egy tágas szoba fürdovel és alkóvval, a ház belso, csendes udvara felé néz.Az egész lakás VILÁGOS, benapozott.A lakás gépészetileg is FELÚJÍTOTT, a futés cirkó rendszeru.Elhelyezkedése kiváló, Oktogon, Városliget néhány perc sétával elérheto. Itt jár többek között a kis földalatti, az 5-ös busz, a 73-as és a 76-os troli, a Körúton pedig a 4-6-os villamos.Megtekintéssel kapcsolatban hívjon bizalommal!","felújított","1981 és 2000 között","duplakomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","északkelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"100","XIII. kerület, Újlipótváros","78 millió Ft","90 m²","3","Újlipótváros frekventált részén eladó egy csendes, 90 m2 hasznos alapterületu nagypolgári lakás, mely több generáció együttélésére is alkalmas.  Kiváló az elrendezése, a konyha és az egyik szoba a belso kertre néz, két szoba pedig utcai fekvésu, a fürdoszoba két bejárattal rendelkezik, a WC külön helyiségben van. További elony, hogy a lakásnak két huvös tárolója van, és a hallból nyílik az összes helyiség.  Az ablakokat lecserélték, a burkolatok felújítandók. A társasház jól muködik, a lakók csendesek, a ház karbantartott, esztétikai és muszaki szempontból is jó állapotban van.  A lakás üres, az azonnali birtokba adás is megvalósítható. Nincs még meg a vételár? Specialistáink személyre szabott kedvezményes hitelajánlatokkal segítik a vásárlást.","közepes állapotú","1950 elott","összkomfortos","nincs megadva","1","nincs megadva","van","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"101","XIII. kerület, Visegrádi utca","78 millió Ft","100 m²","2 + 1 fél","NAGYPOLGÁRI ÉLETÉRZÉS ÚJLIPÓTVÁROS SZÍVÉBEN!Tágas terekkel rendelkezo, erkélyes, 100 nm-es 3 szobás felújítandó  lakás eladó a Vígszínház közelében.A harmadik  emeleti lakás alaprajza jól alakítható, felújításával  elegáns otthon varázsolható belole.  A 3,80 m belmagasságú tágas terekben a nagyméretu nyílászárók biztosítják a napfényt az utcafrontról. Erkélye hangulatos, bájos.Ref.szám: LK441913","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"102","XIII. kerület, Felka utca","78 millió Ft","90 m²","3","Újlipótváros szívében, a Felka utcában, rendezett társasház 1. emeletén, 90 nm-es lakás eladó.A háznak van egy kis közös, parkosított, csendes, zárt kertje, hintával és mászókával.A lakás ablakai közül a konyha és az egyik szoba erre az udvarra néz. A másik 2 szoba utcai fekvésu, ami egyáltalán nem zavaró, mert a környék egyik legcsendesebb utcája.90 nm-en a bejáratnál a hallból nyílik szinte minden helyiség: 3 szoba közül 2 is, a 10 nm-es világos konyha, 2 kamra, fürdo, amibol a 3. szoba külön-bejáratúan megközelítheto, és egy külön WC. A jelenlegi elrendezés is praktikus, de átalakítással akár amerikai konyhás nappali + 3 szoba is kihozható belole. Mivel teljes köruen felújítandó – kivéve az ablakokat, mert azok pár éve lettek muanyagra cserélve- ráadásul kevés fofal van, így csak a fantázia szabhat határt.","felújítandó","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","van","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"103","VI. kerület, Andrássy út","78 millió Ft","65 m²","2","ELADÓ INGATLAN AZ ANDRÁSSY ÚTON!A 65nm-es ingatlan kiváló lokációval rendelkezik. Második emeleten található udvári kilátással!Két külön nyíló szoba és egy erkély is van az ingatlanban.A házban lift van!A környéken buszok illetve az 1 es METRO segíti az utazást!A Deák Ferenc tér és az Oktogon is 5 perc sétatávra van ahol további közlekedési csomópontok vannak.Számos nagy márkaüzlet található a környéken illetve neves éttermek!Az épületet híres történelmi személy/építészmérnök, Ybl Miklós tervezte 1879-ben!Az ingatlan mint befektetés, mint irodai célra kiválóan alkalmas de életvitelszeruen is remek választás.Díjmentes hitel ügyintézéssel állunk ügyfeleink rendelkezésére!További kérdés esetén hívjon bizalommal.","közepes állapotú","1950 elott","összkomfortos","nincs megadva","2","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","északnyugat","udvari","1 m²","nincs megadva","nincs megadva","nincs megadva",NA
"104","XIII. kerület, Újlipótváros","78 millió Ft","90 m²","3","***Újlipótváros frekventált részén eladó egy csendes, 90 m2 hasznos alapterületu nagypolgári lakás, mely több generáció együttélésére is alkalmas.***  Kiváló az elrendezése, a konyha és az egyik szoba a belso kertre néz, két szoba pedig utcai fekvésu, a fürdoszoba két bejárattal rendelkezik, a WC külön helyiségben van. További elony, hogy a lakásnak két huvös tárolója van, és a hallból nyílik az összes helyiség.  Az ablakokat lecserélték, a burkolatok felújítandók. A társasház jól muködik, a lakók csendesek, a ház karbantartott, esztétikai és muszaki szempontból is jó állapotban van.A lakás üres, az azonnali birtokba adás is megvalósítható.","közepes állapotú","1950 elott","komfortos","nincs megadva","1","6","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"105","XVI. kerület, Cinkota - Európa-lakókert","78 millió Ft","78 m²","3","Malomdombi PENTHAUS lakásEladó Budapesten XVI. kerületben, Árpádföld és Cinkota határán, az Európa lakóparkban 2007-ben épült, nettó 78 m2-es ,bruttó 92 m2 plusz 24 m2 terasz nappali + 2 hálószobás lakás, hatalmas, panorámás terasszal és erkélyekkel.-Igényes burkolatok-hálószobákban klíma-mélygarázs beálló az árban-3 m2 saját tároló az árban-azonnal költözheto, tehermentes-Dk-i tájolású nappali közvetlen 24 m2 terasz kapcsolattal-2 fürdoszoba, 1 sarokkádas-1 zuhanykabinos-minoségi kivitelezés-gardrób-beépített szekrények-a képen látható bútorokkal, berendezéssel együtt eladó az ingatlan.-külön konyha jelenleg, amit könnyen félszobává lehet alakítani-közlekedés: 274,275-ös buszok, 31-es BKK, Örs vezér tere 20 percHívjon bizalommal!","jó állapotú","2001 és 2010 között","összkomfortos","nincs megadva","3","3","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","24 m²","nincs megadva","tetotéri","teremgarázs hely - benne van az árban",NA
"106","VI. kerület, Külso-Terézváros","78 millió Ft","65 m²","2","ELADÓ INGATLAN AZ ANDRÁSSY ÚTON!A 65nm-es ingatlan kiváló lokációval rendelkezik. Második emeleten található udvári kilátással!Két külön nyíló szoba és egy erkély is van az ingatlanban.A házban lift van!A környéken buszok illetve az 1 es METRO segíti az utazást!A Deák Ferenc tér és az Oktogon is 5 perc sétatávra van ahol további közlekedési csomópontok vannak.Számos nagy márkaüzlet található a környeken illetve neves éttermek!Az épületet híres történelmi személy/ építészmérnök, Ybl Miklós tervezte 1879-ben!Az ingatlan mint befektetés, mint irodai célra kiválóan alkalmas de életvitelszeruen is remek választás.","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"107","VII. kerület, Dob utca","78 millió Ft","108 m²","4","A Dob utcában, 30 méterre a Rottenbiller utcától eladó egy 2. emeleti napfényes, 108 m2-es lakás.Az öt utcai ablak részben egy új építésu házra, részben egy zöld területre néz.Három tágas utcai szoba és egy belso kisebb szoba mellett két közlekedo is található.A lakás érdekessége egy teljes falat elfoglaló bortároló polcrendszer és egy megkímélt , mindennel felszerelt mediterrán konyha.Az ingatlant két évvel ezelott részlegesen felújították, azóta nem laknak benne, mert a tulajdonos vidékre költözött.Közel a Városligethez, Andrássyhoz és a Király utcához.A lakás a lépcsoházból nyílik, nincs elotte átjáró forgalom.A lépcsoházat most festik. Hétvégére elkészül. Egy jó tervvel két külön lakássá alakítható.Külön érdekességnek számít a lakás közepén található nagyméretu légudvar, amelyre öt ablak nyílik.Kituno fény és szellozés lehetoség. Egy jó tervvel akár zöld udvart is lehet belole varázsolni.Fobb jellemzok:-tágas és világos terek-öt utcai ablak-kiváló elosztás-kiváló környék-frissen és gyönyöruen felújított lépcsoház-könnyen két lakássá alakítható-városi környezet-második emelet-pár percre van a Városliget-kiváló közlekedésDíjmentes hitel ügyintézéssel állunk ügyfeleink rendelkezésére!További kérdés esetén hívjon bizalommal.","jó állapotú","1950 elott","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","északkelet","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
